F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long[],F16-long,F16-Boolean,F16-ByteBuffer[][],F16-Token,F16-AbstractType,F16-Object,F16-NA,F16-void,F16-int,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Pair,F16-Long,F16-MessageOut,F16-CommitLogSegment,F16-byte[][],F3-NA,F3-Class,F3-EncryptionOptions,F3-PrintStream,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-boolean,F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-Thread,F3-BitSet,F3-ListenableFutureTask,F3-input,F7-^,F7-++,F7---,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-FixedValueComparator,F12-List<ByteBuffer>,F12-NA,F12-Map<Pair MapType>,F12-TField,F12-Logger,F12-Map<AbstractType SetType>,F12-String,F12-OptionSimple,F12-double,F12-Pattern,F12-DistributionFactory,F12-List<AbstractType>,F12-TStruct,F12-List<ColumnInfo>,F12-UUID,F12-InetAddress,F12-Map<Class<? extends IScheme> SchemeFactory>,F17-abstract,F17-static,F17-final,F17-NA,F2-Class,F2-StringBuilder,F2-NA,F2-Random,F2-TreeSet<CellName>,F2-Integer,F2-ArrayList<String>,F2-SSLFactory,F2-InetAddress,F2-Math,F2-CqlLexer,F2-PrintStream,F2-String,F2-ByteBuffer,F2-Long,F2-System,F2-Cql_Lexer,F2-Boolean,F2-ThreadPoolExecutor,F2-File,F6-java.util.Random,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.cassandra.db.BufferCell,F6-java.io.FileOutputStream,F6-org.apache.cassandra.cli.MismatchedSetException,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-java.io.PrintStream,F6-org.apache.cassandra.cli.RewriteRuleSubtreeStream,F6-java.io.DataInputStream,F6-org.apache.thrift.protocol.TStruct,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.cassandra.stress.settings.OptionSimple,F6-java.util.concurrent.CountDownLatch,F6-org.apache.thrift.protocol.TField,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-size,F1-registerQuery,F1-NA,F1-add,F1-close,F1-compare,F1-pushFollow,F1-assertEquals,F1-write,F1-get,F1-getSSTables,F1-equals,F1-compareTo,F1-predict,F1-value,F1-getLogger,F1-match,F1-count,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-org.apache.cassandra.stress.settings.SettingsCommand$Options,F5-AbstractType,F5-OpDistributionFactory,F5-java.io.FilterOutputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.util.EventObject,F5-java.lang.Number,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.BufferedReader,F5-java.io.OutputStream,F9-id,F9-dataDir,F9-displayPrefix,F9-max,F9-tries,F9-options,F9-firstInsertedKey,F9-wrapped,F9-key_cache_size,F9-delta,F9-planId,F9-keyspaceName,F9-min,F9-identityDistributions,F9-dclocal_read_repair_chance,F9-NA,F9-truncate,F9-generate,F9-delegate,F9-batchsize,F10-NA,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-CommonTree,F4-Integer,F4-String[],F4-boolean,F4-InputStream,F4-ByteBuffer,F4-long,F4-SSLContext,F4-List<ColumnDef>,F4-byte[],F4-File,F4-void,F4-Buffer,F4-StringBuilder,F4-int,F4-String,F4-Field,F4-long[],F4-byte,F8-DistributionBoundApache,F8-ColumnFamilyMetricNameFactory,F8-SettingsErrors,F8-NoSpamLogStatement,F8-StressSettings,F8-DistributionOffsetApache,F8-GeneratorConfig,F8-OptionSimple,F8-DistributionInverted,F8-SettingsTransport,F8-SamplerResult<S>,F8-DistributionQuantized,F8-NA,F8-SettingsPopulation,F8-StreamState,F8-SettingsInsert,F8-WriterThread,F8-SeedManager,F8-CfDef,F8-DataOutputStreamPlus,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-logger,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-snazy@snazy.de,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,category
9494,org/apache/cassandra/cql,org/apache/cassandra/cql/CqlParser.java,1524,true,62,42,5383,2,0,367,8,32,0.40911025968497233,3779,344,0.09102937284996031,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,36,STYLE,0.09230769230769231,SF_SWITCH_NO_DEFAULT,19,2,1,0.003129810159055926,0.0018471010774756284,5.13083632632119E-5,-1.0,0.024390243902439025,8.205296518902953E-4,0.048551959114139696,0.05441126630225609,-0.9512195121951219,0.004878048780487805,0.018386491557223265,0.05441126630225609,-1.0,-1.0,1,7762,1524,9494,0,0.0,0,0,0,0,0.0,0,3119,0,3119,0,-3119,0,0.15167282629838552,0,3057,0,10170,292,0,13519,-7113,0.07489309435914684,7762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9493,13775,1594,3325,open
9494,org/apache/cassandra/cql,org/apache/cassandra/cql/CqlParser.java,1524,true,42,42,5383,2,0,367,6,32,0.6732652192422307,3779,344,0.09102937284996031,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,36,STYLE,0.09230769230769231,SF_SWITCH_NO_DEFAULT,19,2,1,0.003129810159055926,0.0018471010774756284,5.13083632632119E-5,-1.0,0.024390243902439025,8.205296518902953E-4,0.048551959114139696,0.05441126630225609,-0.9512195121951219,0.004878048780487805,0.018386491557223265,0.05441126630225609,-1.0,-1.0,1,7762,1524,9494,0,0.0,0,0,0,0,0.0,0,3119,0,3119,0,-3119,0,0.15167282629838552,0,3057,0,10170,292,0,13519,-7113,0.07489309435914684,7762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9493,13775,1594,3325,open
9494,org/apache/cassandra/cql,org/apache/cassandra/cql/CqlParser.java,1524,true,466,42,5383,2,0,367,81,32,0.6579395487441464,3779,344,0.09102937284996031,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,36,STYLE,0.09230769230769231,SF_SWITCH_NO_DEFAULT,19,2,1,0.003129810159055926,0.0018471010774756284,5.13083632632119E-5,-1.0,0.024390243902439025,8.205296518902953E-4,0.048551959114139696,0.05441126630225609,-0.9512195121951219,0.004878048780487805,0.018386491557223265,0.05441126630225609,-1.0,-1.0,1,7762,1524,9494,0,0.0,0,0,0,0,0.0,0,3119,0,3119,0,-3119,0,0.15167282629838552,0,3057,0,10170,292,0,13519,-7113,0.07489309435914684,7762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9493,13775,1594,3325,open
9494,org/apache/cassandra/cql,org/apache/cassandra/cql/CqlParser.java,1524,true,50,42,5383,2,0,367,8,32,0.6860366113239676,3779,344,0.09102937284996031,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,36,STYLE,0.09230769230769231,SF_SWITCH_NO_DEFAULT,19,2,1,0.003129810159055926,0.0018471010774756284,5.13083632632119E-5,-1.0,0.024390243902439025,8.205296518902953E-4,0.048551959114139696,0.05441126630225609,-0.9512195121951219,0.004878048780487805,0.018386491557223265,0.05441126630225609,-1.0,-1.0,1,7762,1524,9494,0,0.0,0,0,0,0,0.0,0,3119,0,3119,0,-3119,0,0.15167282629838552,0,3057,0,10170,292,0,13519,-7113,0.07489309435914684,7762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9493,13775,1594,3325,open
9494,org/apache/cassandra/cql,org/apache/cassandra/cql/CqlParser.java,1524,true,50,42,5383,2,0,367,5,32,0.699659429544487,3779,344,0.09102937284996031,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,36,STYLE,0.09230769230769231,SF_SWITCH_NO_DEFAULT,19,2,1,0.003129810159055926,0.0018471010774756284,5.13083632632119E-5,-1.0,0.024390243902439025,8.205296518902953E-4,0.048551959114139696,0.05441126630225609,-0.9512195121951219,0.004878048780487805,0.018386491557223265,0.05441126630225609,-1.0,-1.0,1,7762,1524,9494,0,0.0,0,0,0,0,0.0,0,3119,0,3119,0,-3119,0,0.15167282629838552,0,3057,0,10170,292,0,13519,-7113,0.07489309435914684,7762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9493,13775,1594,3325,open
9494,org/apache/cassandra/cql,org/apache/cassandra/cql/CqlParser.java,1524,true,548,42,5383,2,0,367,73,32,0.47381864623243936,3779,344,0.09102937284996031,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,36,STYLE,0.09230769230769231,SF_SWITCH_NO_DEFAULT,19,2,2,0.003129810159055926,0.0018471010774756284,1.026167265264238E-4,-1.0,0.024390243902439025,8.205296518902953E-4,0.048551959114139696,0.05441126630225609,-0.9512195121951219,0.004878048780487805,0.018386491557223265,0.05441126630225609,-1.0,-1.0,1,7762,1524,9494,0,0.0,0,0,0,0,0.0,0,3119,0,3119,0,-3119,0,0.15167282629838552,0,3057,0,10170,292,0,13519,-7113,0.07489309435914684,7762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9493,13775,1594,3325,open
9494,org/apache/cassandra/cql,org/apache/cassandra/cql/CqlParser.java,1524,true,25,42,5383,2,0,367,3,32,0.9412515964240102,3779,344,0.09102937284996031,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,36,STYLE,0.09230769230769231,SF_SWITCH_NO_DEFAULT,19,2,1,0.003129810159055926,0.0018471010774756284,5.13083632632119E-5,-1.0,0.024390243902439025,8.205296518902953E-4,0.048551959114139696,0.05441126630225609,-0.9512195121951219,0.004878048780487805,0.018386491557223265,0.05441126630225609,-1.0,-1.0,1,7762,1524,9494,0,0.0,0,0,0,0,0.0,0,3119,0,3119,0,-3119,0,0.15167282629838552,0,3057,0,10170,292,0,13519,-7113,0.07489309435914684,7762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9493,13775,1594,3325,open
9494,org/apache/cassandra/cql,org/apache/cassandra/cql/CqlParser.java,1524,true,264,42,5383,2,0,367,35,32,0.30385270327799063,3779,344,0.09102937284996031,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,36,STYLE,0.09230769230769231,SF_SWITCH_NO_DEFAULT,19,2,1,0.003129810159055926,0.0018471010774756284,5.13083632632119E-5,-1.0,0.024390243902439025,8.205296518902953E-4,0.048551959114139696,0.05441126630225609,-0.9512195121951219,0.004878048780487805,0.018386491557223265,0.05441126630225609,-1.0,-1.0,1,7762,1524,9494,0,0.0,0,0,0,0,0.0,0,3119,0,3119,0,-3119,0,0.15167282629838552,0,3057,0,10170,292,0,13519,-7113,0.07489309435914684,7762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9493,13775,1594,3325,open
9494,org/apache/cassandra/cql,org/apache/cassandra/cql/CqlParser.java,1524,true,257,42,5383,2,0,367,31,32,0.06939123031077055,3779,344,0.09102937284996031,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,36,STYLE,0.09230769230769231,SF_SWITCH_NO_DEFAULT,19,2,1,0.003129810159055926,0.0018471010774756284,5.13083632632119E-5,-1.0,0.024390243902439025,8.205296518902953E-4,0.048551959114139696,0.05441126630225609,-0.9512195121951219,0.004878048780487805,0.018386491557223265,0.05441126630225609,-1.0,-1.0,1,7762,1524,9494,0,0.0,0,0,0,0,0.0,0,3119,0,3119,0,-3119,0,0.15167282629838552,0,3057,0,10170,292,0,13519,-7113,0.07489309435914684,7762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9493,13775,1594,3325,open
9494,org/apache/cassandra/cql,org/apache/cassandra/cql/CqlParser.java,1524,true,789,42,5383,2,0,367,118,32,0.17745139775791116,3779,344,0.09102937284996031,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,36,STYLE,0.09230769230769231,SF_SWITCH_NO_DEFAULT,19,2,2,0.003129810159055926,0.0018471010774756284,1.026167265264238E-4,-1.0,0.024390243902439025,8.205296518902953E-4,0.048551959114139696,0.05441126630225609,-0.9512195121951219,0.004878048780487805,0.018386491557223265,0.05441126630225609,-1.0,-1.0,1,7762,1524,9494,0,0.0,0,0,0,0,0.0,0,3119,0,3119,0,-3119,0,0.15167282629838552,0,3057,0,10170,292,0,13519,-7113,0.07489309435914684,7762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9493,13775,1594,3325,open
9494,org/apache/cassandra/cql,org/apache/cassandra/cql/CqlParser.java,1524,true,710,42,5383,2,0,367,91,32,0.13635589612601107,3779,344,0.09102937284996031,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,36,STYLE,0.09230769230769231,SF_SWITCH_NO_DEFAULT,19,2,4,0.003129810159055926,0.0018471010774756284,2.052334530528476E-4,-1.0,0.024390243902439025,8.205296518902953E-4,0.048551959114139696,0.05441126630225609,-0.9512195121951219,0.004878048780487805,0.018386491557223265,0.05441126630225609,-1.0,-1.0,1,7762,1524,9494,0,0.0,0,0,0,0,0.0,0,3119,0,3119,0,-3119,0,0.15167282629838552,0,3057,0,10170,292,0,13519,-7113,0.07489309435914684,7762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9493,13775,1594,3325,open
9494,org/apache/cassandra/cql,org/apache/cassandra/cql/CqlParser.java,1524,true,216,42,5383,2,0,367,35,32,0.8048105576841209,3779,344,0.09102937284996031,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,36,STYLE,0.09230769230769231,SF_SWITCH_NO_DEFAULT,19,2,1,0.003129810159055926,0.0018471010774756284,5.13083632632119E-5,-1.0,0.024390243902439025,8.205296518902953E-4,0.048551959114139696,0.05441126630225609,-0.9512195121951219,0.004878048780487805,0.018386491557223265,0.05441126630225609,-1.0,-1.0,1,7762,1524,9494,0,0.0,0,0,0,0,0.0,0,3119,0,3119,0,-3119,0,0.15167282629838552,0,3057,0,10170,292,0,13519,-7113,0.07489309435914684,7762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9493,13775,1594,3325,open
